Straight,EP,USP,Knot security,Diameter,Tie-down,Fast Avg,Fast Min,Moisture
14.27,8.75,7.38,6.98,0.486,0.98,6.16,5.87,251
,8.37,,7.13,0.491,,5.70,5.30,210
,8.25,,6.60,0.481,,5.75,5.43,189
,8.26,,6.71,0.486,,5.54,4.92,192
,8.28,,7.22,0.487,,6.00,5.75,75
,8.38,,7.28,0.486,,5.74,5.63,
13.50,8.30,7.71,6.88,0.483,1.04,5.71,5.31,83
,8.29,,6.65,0.489,,5.88,5.40,105
,8.40,,6.54,0.486,,5.50,5.12,105
,8.53,,6.71,0.488,,5.89,5.58,
,7.98,,6.51,0.486,,5.49,5.25,
14.08,8.32,7.24,6.85,0.488,0.91,5.51,4.77,271
,8.43,,6.87,0.486,,5.65,5.40,231
,8.33,,6.99,0.488,,5.77,5.59,
,8.38,,6.92,0.483,,5.77,5.61,
13.84,8.17,7.40,7.20,0.483,1.04,6.15,5.84,80
,8.23,,6.87,0.485,,5.89,5.58,153
,8.33,,6.84,0.488,,5.75,5.59,133
,8.41,,6.99,0.488,,5.57,5.41,103
,8.28,,7.05,0.482,,5.37,5.17,80
,8.26,,6.68,0.484,,5.38,4.49,
,8.05,,7.26,0.485,,5.73,5.24,
13.33,7.85,7.11,6.65,0.491,0.96,5.88,5.46,206
,8.08,,7.19,0.485,,5.43,5.08,110
,8.03,,6.82,0.489,,5.64,5.51,
,8.11,,7.17,0.492,,5.74,5.43,
,7.60,,7.19,0.488,,5.75,5.52,
,8.17,,7.22,0.486,,5.87,5.66,
13.47,8.02,7.17,6.61,0.489,1.35,5.51,5.26,39
,8.17,,6.88,0.482,,5.46,5.31,37
,7.65,,6.57,0.484,,5.17,4.29,34
,7.95,,7.14,0.481,,5.82,5.37,
,8.44,,6.69,0.487,,5.49,4.81,
,8.12,,7.00,0.482,,5.94,5.79,
13.82,8.35,7.31,7.26,0.491,1.12,5.79,5.04,66
,8.49,,7.20,0.480,,5.99,4.58,39
,8.08,,7.50,0.488,,6.10,5.80,71
,8.75,,7.22,0.488,,5.89,5.66,
,8.41,,7.16,0.484,,6.50,6.28,
13.84,8.50,7.32,7.33,0.491,1.13,6.12,5.86,55
,8.42,,7.14,0.490,,5.84,5.31,
,7.97,,6.85,0.487,,5.99,5.74,
,8.29,,7.00,0.488,,5.47,4.71,
,8.33,,7.41,0.495,,5.83,5.38,
13.80,8.05,7.69,7.03,0.490,1.21,6.19,5.93,162
,8.37,,7.14,0.489,,6.00,5.43,61
,8.53,,7.35,0.485,,5.58,4.45,
,8.60,,6.93,0.494,,5.99,5.75,
,8.66,,7.53,0.490,,5.90,5.49,
14.21,8.45,7.22,6.88,0.484,1.12,5.78,5.32,153
,8.43,,6.90,0.481,,5.87,4.68,115
,8.75,,7.52,0.487,,5.67,5.41,117
,8.38,,7.27,0.489,,5.42,4.70,
,8.67,,7.06,0.488,,6.36,6.20,
,8.45,,7.02,0.494,,5.76,5.17,
14.24,8.37,7.48,6.82,0.490,1.20,5.77,5.55,135
,8.62,,7.56,0.485,,5.64,5.38,
12.29,8.13,7.82,6.92,0.480,0.64,5.67,5.45,107
,8.19,,6.82,0.482,,5.57,5.40,118
,8.12,,7.04,0.487,,5.67,5.27,
,8.26,,7.30,0.479,,5.46,4.66,
,7.92,,6.70,0.488,,6.29,5.81,
13.68,8.16,7.44,7.05,0.483,1.20,6.30,6.04,82
,8.40,,7.80,0.483,,6.10,5.88,103
,8.38,,7.29,0.489,,5.58,5.24,78
,8.27,,7.02,0.475,,5.99,5.66,
,8.18,,7.01,0.488,,5.84,5.37,
13.09,8.01,7.27,6.82,0.497,1.00,5.60,5.52,149
,8.25,,7.08,0.490,,5.50,5.04,48
,8.01,,6.62,0.483,,5.74,5.46,148
,7.87,,7.08,0.490,,5.42,5.09,
,8.31,,7.12,0.490,,5.76,5.61,
,8.20,,7.05,0.484,,5.67,5.45,
,8.28,,6.78,0.480,,5.83,5.18,
13.14,8.11,7.15,6.82,0.486,1.10,5.43,5.24,145
,8.14,,6.69,0.488,,5.57,4.80,88
,8.03,,6.95,0.486,,5.40,5.04,114
,8.35,,6.57,0.493,,5.64,5.35,
,8.08,,7.05,0.486,,5.70,5.57,
,8.62,,6.86,0.487,,5.62,5.31,
13.24,8.24,7.24,6.86,0.489,1.43,5.49,5.02,63
,8.52,,7.34,0.488,,5.69,5.47,
,8.57,,6.97,0.488,,5.71,5.51,
,8.13,,7.36,0.484,,5.60,5.37,
13.31,8.33,7.25,6.72,0.487,1.02,5.56,5.06,106
,8.90,,7.24,0.489,,6.00,5.57,120
,8.16,,6.59,0.486,,5.47,5.33,
,8.47,,7.44,0.487,,5.63,4.92,
,7.94,,6.81,0.479,,5.50,5.35,
,8.39,,7.29,0.480,,5.61,5.29,
12.82,7.90,6.92,6.34,0.484,0.67,5.11,4.44,82
,8.23,,6.49,0.488,,5.49,5.17,61
,7.87,,6.66,0.480,,5.47,5.26,219
,8.36,,7.13,0.490,,5.52,5.14,186
,7.90,,7.14,0.484,,5.70,5.50,
13.92,8.06,7.11,7.22,0.490,1.48,5.26,4.88,86
,8.06,,6.77,0.489,,5.43,5.23,89
,7.95,,6.73,0.482,,5.14,4.98,
,8.25,,6.86,0.490,,5.92,5.63,
,7.94,,7.08,0.492,,5.82,5.59,
,8.12,,7.38,0.491,,5.74,5.51,
13.57,8.11,7.26,7.11,0.483,1.19,5.26,4.67,257
,7.88,,6.58,0.485,,5.68,5.59,52
,8.18,,7.09,0.485,,5.46,4.93,
,8.29,,6.94,0.493,,5.58,5.35,
13.34,8.21,7.36,7.23,0.483,0.80,5.51,5.17,85
,8.14,,6.61,0.486,,5.52,5.41,57
,8.44,,6.70,0.481,,5.58,5.24,
,8.48,,7.04,0.484,,5.77,5.45,
13.29,8.40,6.80,7.13,0.489,0.94,5.87,5.75,82
,8.18,,5.96,0.489,,5.92,5.77,69
,8.37,,6.58,0.493,,5.57,4.51,93
,8.31,,6.84,0.493,,5.52,5.09,
,8.46,,6.51,0.489,,5.86,5.30,
,8.09,,6.90,0.487,,5.93,5.61,
,8.58,,6.10,0.486,,6.35,6.18,
13.47,8.32,7.01,7.42,0.495,1.48,5.61,5.30,
,8.42,,6.17,0.491,,5.70,5.49,
,7.91,,8.22,0.489,,5.56,5.21,
,7.97,,7.26,0.488,,5.87,5.52,
13.53,8.28,6.47,6.48,0.494,1.03,5.86,5.46,121
,8.15,,6.75,0.486,,6.00,5.69,89
,8.59,,7.19,0.487,,5.71,5.22,150
,8.36,,6.47,0.492,,5.71,4.70,
,8.09,,6.11,0.488,,5.67,5.49,
,8.35,,7.11,0.491,,5.64,5.52,
14.14,8.38,6.95,7.48,0.481,0.91,6.11,6.01,56
,8.12,,6.95,0.486,,5.75,5.35,80
,8.37,,6.69,0.493,,5.74,5.36,
,8.22,,6.97,0.486,,5.96,5.78,
12.46,8.35,7.40,7.10,0.487,0.97,5.66,5.40,90
,8.53,,6.50,0.480,,6.19,5.94,77
,8.41,,6.73,0.486,,5.82,5.62,111
,8.56,,7.18,0.485,,5.83,5.58,53
,8.50,,7.23,0.485,,5.67,5.55,
13.09,8.05,7.24,7.11,0.487,0.70,5.40,4.51,92
,8.26,,6.68,0.486,,5.92,5.49,52
,8.02,,6.65,0.483,,5.67,5.36,
,8.32,,7.28,0.483,,5.88,5.70,
,8.50,,7.07,0.484,,5.63,5.48,
,8.45,,6.94,0.485,,5.78,5.47,
13.09,8.66,7.00,7.31,0.491,1.51,5.59,5.09,145
,8.52,,7.11,0.483,,6.27,5.84,84
,8.42,,7.47,0.484,,6.14,5.84,105
,8.38,,6.89,0.489,,6.12,5.98,84
,8.09,,7.80,0.480,,5.39,5.17,126
,8.34,,7.57,0.487,,6.05,5.73,
13.13,8.30,7.66,7.08,0.484,1.09,5.93,5.71,97
,8.38,,6.80,0.483,,5.59,5.26,110
,8.18,,6.62,0.488,,5.93,5.77,
13.79,8.65,7.59,7.45,0.486,1.07,5.74,5.48,105
,8.71,,7.55,0.492,,6.12,5.22,95
,8.81,,7.25,0.486,,5.82,5.28,45
,8.56,,7.25,0.486,,5.98,5.41,
,8.12,,7.08,0.490,,5.39,5.00,
,8.38,,7.25,0.486,,5.58,4.92,
,8.48,,7.83,0.489,,5.77,4.51,
12.15,8.24,7.17,6.69,0.487,1.42,5.46,5.16,88
,8.14,,6.91,0.488,,5.28,4.36,204
,8.49,,6.59,0.486,,5.49,5.24,70
,8.37,,7.20,0.490,,5.60,5.07,
,7.90,,6.48,0.488,,5.25,4.66,
,8.16,,6.87,0.494,,5.59,5.47,
13.50,8.24,7.45,6.98,0.486,0.79,5.76,5.44,45
,8.47,,7.11,0.490,,5.92,5.56,31
,8.29,,6.68,0.479,,6.07,5.76,
,8.66,,7.19,0.486,,6.19,5.90,
,8.56,,6.89,0.489,,5.89,5.63,
13.41,7.70,7.41,6.82,0.482,0.56,5.47,5.21,118
,8.51,,7.18,0.482,,5.54,5.18,107
,8.26,,6.85,0.487,,5.89,5.79,59
,8.17,,6.96,0.493,,5.48,4.55,55
,8.21,,6.84,0.488,,6.04,5.78,100
,7.89,,6.94,0.482,,5.67,5.21,
13.85,8.34,7.50,6.83,0.487,1.03,5.53,4.96,86
,8.36,,6.94,0.488,,5.88,5.53,110
,7.96,,6.77,0.484,,6.15,5.86,
,8.16,,7.20,0.482,,5.93,5.72,
,8.33,,6.62,0.483,,5.50,5.08,
,8.16,,7.02,0.476,,5.84,4.46,
12.44,8.29,7.01,7.45,0.484,1.32,6.01,5.69,218
,8.37,,6.92,0.487,,6.22,5.95,210
,8.22,,7.13,0.486,,5.51,5.21,191
,8.21,,6.88,0.476,,5.82,5.70,241
,8.21,,7.65,0.472,,5.59,5.46,
,8.03,,7.06,0.486,,5.47,4.62,
12.98,8.07,7.24,6.49,0.482,0.87,6.04,5.74,59
,8.37,,6.58,0.494,,5.79,5.55,36
,8.14,,6.97,0.493,,5.70,5.57,
,8.28,,7.14,0.490,,5.88,5.70,
,8.42,,6.93,0.494,,5.59,5.25,
12.89,8.33,7.77,6.89,0.490,1.24,5.51,5.08,126
,8.42,,6.80,0.492,,6.01,5.03,
,8.16,,6.74,0.487,,5.36,5.22,
13.29,8.44,7.01,6.53,0.489,1.42,5.53,4.51,153
,8.30,,6.71,0.484,,5.71,5.59,108
,8.52,,7.22,0.483,,5.71,5.44,
,8.70,,6.67,0.482,,5.64,5.15,
,8.39,,7.05,0.486,,5.79,5.70,
12.84,8.43,7.29,6.83,0.495,1.41,5.54,5.02,52
,8.13,,6.63,0.484,,5.84,5.56,38
,8.57,,6.98,0.490,,5.79,5.32,48
,8.29,,7.12,0.490,,5.61,5.05,
,8.63,,7.06,0.489,,5.96,5.44,
,8.59,,6.63,0.487,,6.00,5.13,
13.48,7.91,7.40,6.94,0.483,0.95,5.31,4.33,95
,8.05,,6.99,0.483,,5.87,5.17,87
,8.28,,7.01,0.484,,6.10,5.50,142
,8.08,,6.95,0.482,,5.85,4.95,86
,8.28,,6.78,0.476,,6.35,6.28,
,8.02,,6.53,0.484,,5.33,4.63,
13.29,7.86,7.25,6.66,0.485,1.33,5.41,4.94,116
,8.16,,6.67,0.495,,5.89,5.62,130
,8.04,,6.43,0.493,,5.77,5.58,
,7.99,,5.94,0.493,,5.60,5.36,
,8.31,,5.93,0.487,,5.79,5.46,
12.88,8.07,7.34,7.04,0.487,1.21,5.81,5.33,85
,7.67,,7.01,0.475,,5.21,5.17,
,8.24,,6.71,0.486,,5.98,5.76,
13.11,8.59,7.45,7.19,0.491,0.90,6.13,5.61,78
,8.68,,6.72,0.492,,6.58,6.22,94
,8.43,,7.57,0.486,,5.72,5.51,
13.11,8.07,7.67,6.18,0.480,0.78,5.79,5.54,208
,7.92,,6.63,0.487,,5.50,5.14,124
,7.92,,6.58,0.486,,5.88,5.75,74
,8.11,,6.72,0.483,,5.76,5.53,
,8.16,,6.83,0.489,,5.49,5.34,
,8.67,,6.97,0.485,,5.66,5.17,
,8.24,,7.02,0.489,,5.61,5.48,
13.15,8.26,7.49,7.19,0.486,0.72,5.62,5.43,138
,8.05,,7.10,0.487,,5.67,5.32,87
,8.17,,7.08,0.482,,5.65,4.43,108
,8.18,,7.07,0.478,,5.68,5.57,120
,8.05,,7.14,0.482,,5.35,4.93,66
,8.00,,7.11,0.485,,5.67,5.32,
13.01,8.40,7.16,7.03,0.486,0.85,5.72,5.31,71
,7.87,,6.78,0.483,,5.84,5.55,91
,8.21,,7.12,0.489,,5.53,4.62,146
,7.88,,7.02,0.474,,5.58,5.36,143
,8.21,,7.42,0.490,,5.64,5.43,119
,8.11,,7.05,0.489,,5.63,4.92,
12.93,8.05,7.37,6.68,0.486,1.70,5.67,5.27,195
,7.79,,6.70,0.484,,5.26,5.14,150
,8.15,,7.02,0.481,,5.74,5.47,116
,8.10,,7.05,0.482,,5.35,5.23,
,7.98,,7.00,0.477,,5.18,4.99,
12.92,8.30,7.02,7.00,0.484,0.96,5.38,5.00,165
,7.97,,7.09,0.490,,5.71,5.48,97
,8.10,,6.77,0.484,,5.36,5.26,114
,8.15,,7.00,0.486,,5.26,4.95,
,7.67,,6.83,0.482,,5.15,4.42,
,7.80,,6.86,0.485,,5.52,5.31,
12.41,7.82,6.98,6.95,0.490,1.30,5.52,5.20,127
,7.94,,6.55,0.490,,5.23,4.34,108
,7.94,,6.55,0.491,,5.65,5.48,162
,7.75,,6.46,0.488,,5.59,5.36,98
,7.68,,6.79,0.484,,5.47,5.28,
,8.26,,6.79,0.482,,5.61,5.29,
12.80,7.86,7.31,6.78,0.488,1.00,5.36,5.21,94
,7.72,,6.56,0.492,,5.05,4.80,118
,7.88,,6.60,0.484,,5.35,4.80,
,7.88,,6.73,0.489,,5.78,5.57,
,8.05,,6.56,0.494,,5.79,5.35,
13.26,8.05,7.40,6.87,0.481,1.06,5.40,4.87,154
,8.03,,7.27,0.486,,5.82,5.67,156
,8.11,,7.14,0.490,,5.99,5.73,165
,7.83,,6.82,0.490,,5.45,5.24,34
,8.07,,6.72,0.489,,5.94,5.82,
,8.34,,7.35,0.491,,5.73,5.36,
,8.18,,6.47,0.482,,6.22,6.06,
13.21,8.21,7.06,7.01,0.492,1.22,5.73,5.22,184
,8.07,,6.93,0.492,,5.45,4.69,98
,7.92,,7.42,0.489,,5.35,4.70,139
,7.95,,7.35,0.486,,5.28,4.95,
,7.85,,6.32,0.485,,5.28,5.08,
,7.88,,6.63,0.482,,5.69,5.38,
13.47,8.02,6.91,6.46,0.490,0.92,5.48,4.73,271
,7.76,,7.21,0.489,,5.47,5.33,26
,8.02,,6.76,0.486,,5.95,5.42,38
,7.83,,6.77,0.489,,5.60,5.13,
,7.85,,6.51,0.496,,5.59,4.88,
,7.92,,7.07,0.488,0.44,5.91,5.69,
13.49,8.00,7.26,6.91,0.481,0.96,5.65,5.54,265
,8.06,,6.29,0.494,,5.40,4.88,68
,7.89,,7.26,0.488,,5.71,5.42,
,7.76,,6.32,0.497,,5.67,5.36,
13.74,8.77,7.66,7.39,0.488,0.88,5.86,5.70,20
,8.57,,6.68,0.492,,6.05,5.86,107
,8.30,,7.43,0.485,,5.38,4.63,
,8.59,,7.15,0.493,,6.13,5.82,
,8.15,,7.00,0.495,,5.86,5.53,
13.28,7.90,7.66,6.65,0.488,0.87,5.62,5.42,48
,8.03,,6.99,0.491,,5.31,4.98,23
,8.06,,7.19,0.489,,5.61,5.44,
,7.67,,6.32,0.491,,5.56,5.39,
,8.25,,7.39,0.494,,5.36,5.17,
,7.95,,7.12,0.489,,6.05,5.86,
13.63,7.89,7.11,6.81,0.494,1.18,6.02,5.83,68
,7.88,,6.77,0.491,,5.67,5.33,97
,8.19,,6.91,0.489,,5.78,5.06,136
,7.69,,6.86,0.482,,5.73,5.64,60
,7.85,,6.84,0.481,0.60,5.73,5.38,
,7.75,,7.02,0.488,0.83,5.32,4.44,
13.16,7.65,7.43,6.55,0.491,1.24,5.14,4.65,226
,7.95,,6.61,0.483,,5.57,5.08,167
,8.00,,7.10,0.480,,6.15,5.83,81
,8.28,,6.61,0.484,,5.48,4.85,
,8.23,,6.97,0.479,,5.93,5.80,
,8.30,,6.80,0.492,,5.86,5.63,
13.14,8.24,7.01,7.21,0.486,0.94,5.67,4.99,176
,7.92,,6.55,0.482,,6.19,5.86,112
,8.45,,6.67,0.491,,5.95,5.78,126
,7.94,,7.00,0.482,,5.50,4.85,
,7.92,,6.95,0.485,,5.46,5.18,
,8.35,,7.44,0.491,,6.62,6.44,
13.16,8.25,7.45,7.06,0.479,0.68,6.16,5.89,122
,7.96,,6.75,0.483,,5.54,4.80,36
,8.10,,7.05,0.482,,5.99,5.78,63
,7.97,,6.43,0.482,,5.51,4.50,
,8.28,,6.76,0.481,,5.78,5.59,
,7.66,,6.59,0.483,,5.97,5.72,
,8.19,,6.97,0.487,,6.14,6.00,
,7.98,,6.40,0.488,,6.28,5.85,
13.32,7.85,6.94,6.49,0.486,0.80,5.56,5.28,115
,7.85,,7.24,0.488,,5.40,5.14,147
,7.92,,6.90,0.480,,5.65,5.43,61
,8.03,,6.60,0.484,,5.35,4.69,
,7.93,,6.66,0.489,,5.83,5.66,
13.15,8.01,7.09,6.76,0.478,1.23,6.12,5.75,166
,8.31,,6.66,0.478,,5.49,5.30,133
,8.06,,7.30,0.476,,5.98,5.82,80
,8.21,,6.99,0.480,,6.12,5.77,
12.62,8.29,7.19,6.89,0.480,0.70,5.76,4.77,105
,8.16,,7.37,0.484,,5.68,5.38,171
,7.67,,6.80,0.475,,5.59,5.43,145
,7.71,,6.57,0.474,,5.64,5.41,
,7.83,,6.89,0.482,,5.62,5.52,
,7.70,,7.03,0.477,,5.70,5.46,
,8.16,,7.10,0.481,,5.86,5.72,
13.09,8.14,7.14,6.71,0.487,1.22,5.89,5.60,216
,8.36,,7.05,0.490,,5.76,5.43,58
,8.06,,7.26,0.490,,6.01,5.78,80
,7.82,,7.11,0.482,,5.93,5.52,
,8.13,,7.03,0.486,,5.76,5.37,
13.39,7.93,7.20,7.42,0.480,1.12,5.47,5.18,214
,7.91,,6.44,0.487,,5.54,5.28,76
,8.14,,6.98,0.488,,6.10,5.93,
,8.02,,6.99,0.491,,5.87,5.56,
,8.24,,6.84,0.487,,5.77,5.55,
13.92,8.12,6.88,6.84,0.477,0.96,6.16,5.88,79
,8.13,,7.06,0.490,,5.78,5.61,
,7.68,,6.45,0.487,,5.27,4.44,
,7.74,,7.11,0.486,,5.50,5.37,
,8.15,,6.61,0.490,,5.85,5.58,
13.84,8.22,7.16,7.01,0.488,0.79,6.06,5.60,115
,7.99,,6.99,0.483,,5.74,4.89,80
,8.29,,6.76,0.485,,5.80,4.81,66
,7.82,,6.95,0.477,,5.57,4.64,69
,8.24,,7.18,0.482,,6.09,5.90,147
13.86,7.82,7.12,6.91,0.479,1.29,5.99,5.83,130
,8.06,,6.96,0.480,,5.91,5.74,113
,8.14,,6.98,0.486,,5.65,4.86,56
,7.86,,6.83,0.487,,5.95,5.77,
,8.15,,7.24,0.484,,5.72,5.42,
,8.45,,6.92,0.483,,6.08,5.83,
12.97,8.17,7.38,6.73,0.486,0.71,5.72,5.35,128
,8.25,,6.80,0.489,,5.49,4.75,141
,8.29,,6.86,0.488,,5.67,5.47,60
,7.99,,6.70,0.476,,5.70,5.48,56
,8.31,,7.12,0.479,,5.82,5.15,107
,7.91,,6.94,0.482,,5.82,5.72,
13.69,8.14,7.29,6.48,0.485,0.86,5.91,5.70,146
,8.39,,6.76,0.490,,5.71,5.28,198
,8.07,,6.65,0.484,,5.77,5.68,
,8.20,,6.80,0.485,,5.35,4.35,
,8.00,,6.90,0.489,,5.72,5.51,
,8.04,,6.98,0.489,,6.00,5.86,
13.54,8.13,7.42,6.83,0.488,0.80,6.11,5.89,57
,8.61,,7.21,0.484,,6.15,5.65,102
,8.08,,6.80,0.485,,6.08,5.88,93
,8.18,,7.16,0.487,,5.99,5.73,165
,8.38,,7.02,0.491,,6.09,5.97,69
13.78,8.21,6.81,6.79,0.483,0.82,5.94,5.77,105
,8.16,,7.01,0.491,,5.66,5.48,90
,7.86,,7.16,0.480,,6.02,5.78,103
,8.52,,6.99,0.489,,5.66,5.39,
,8.21,,7.04,0.484,,6.45,6.22,
,8.33,,6.90,0.488,,5.70,4.69,
13.45,8.29,7.42,7.11,0.487,1.65,5.47,5.19,101
,8.01,,7.01,0.485,,5.57,5.33,121
,8.17,,6.64,0.486,,5.74,5.44,53
,8.02,,6.99,0.489,,5.62,5.31,
,7.72,,6.79,0.497,,5.21,4.80,
13.08,8.13,7.32,7.13,0.486,0.82,5.69,5.07,49
,8.08,,6.81,0.486,,6.15,6.00,63
,7.89,,6.92,0.486,,5.65,5.55,56
,7.86,,6.68,0.491,,5.22,4.95,
,8.26,,6.82,0.489,,6.03,5.67,
,7.97,,6.76,0.484,,5.31,4.76,
13.36,8.13,7.41,6.86,0.489,0.75,5.89,5.63,149
,8.27,,6.93,0.482,,5.95,5.09,128
,8.29,,6.70,0.489,,5.92,5.64,51
,7.94,,6.91,0.491,,5.81,5.62,
,8.36,,7.07,0.491,,5.90,5.55,
13.39,8.03,7.74,6.97,0.490,0.83,6.03,5.84,117
,8.09,,7.08,0.477,,6.00,5.80,88
,8.29,,7.13,0.490,,6.02,5.77,
,7.97,,6.91,0.481,,5.79,5.69,
,7.83,,6.32,0.483,,5.40,5.33,
13.40,8.19,7.13,6.90,0.473,1.19,5.42,5.10,176
,8.20,,6.75,0.486,,5.59,5.10,104
,8.05,,6.73,0.481,,5.89,5.53,70
,7.94,,6.87,0.488,,5.70,5.30,
,8.20,,7.06,0.480,,6.13,5.53,
12.54,7.85,7.41,6.98,0.487,0.95,6.11,5.95,60
,8.00,,6.51,0.480,,5.98,5.91,61
,8.01,,6.77,0.493,,5.92,5.69,57
,8.15,,6.86,0.490,,5.84,5.43,
,8.07,,7.10,0.485,,6.03,5.91,
,8.09,,7.28,0.488,,6.11,5.77,
,7.99,,7.02,0.490,,5.98,5.76,
13.67,8.25,7.41,6.52,0.483,1.05,6.17,5.77,155
,8.23,,7.33,0.488,,6.25,6.08,125
,8.10,,7.27,0.489,,6.14,5.78,
,8.30,,6.86,0.487,,6.40,6.04,
,8.35,,7.10,0.482,,6.51,6.13,
,8.22,,7.15,0.486,,6.11,5.72,
13.14,7.94,7.16,6.80,0.488,0.92,5.83,5.10,104
,7.97,,7.29,0.489,,6.40,6.19,63
,7.83,,6.64,0.488,,6.21,5.80,
,8.17,,7.11,0.495,,5.83,5.57,
,8.09,,7.04,0.492,,6.07,5.78,
,8.20,,6.93,0.490,,6.45,6.21,
13.82,8.30,7.39,7.30,0.489,0.90,6.05,5.92,106
,8.05,,6.75,0.492,,6.62,6.29,71
,8.10,,7.53,0.491,,6.29,6.05,79
,8.39,,6.97,0.490,,6.01,5.61,
,8.49,,7.49,0.490,,6.06,5.72,
,8.15,,6.54,0.492,,6.00,5.72,
13.69,8.30,7.21,6.84,0.492,1.01,6.45,6.08,95
,7.95,,7.04,0.492,,6.01,5.59,88
,8.18,,6.81,0.489,,5.67,5.49,
,8.13,,6.99,0.487,,5.85,5.63,
,8.17,,7.33,0.489,,5.77,5.50,
13.52,7.79,7.41,6.80,0.491,1.17,6.01,5.79,85
,7.93,,7.35,0.483,,6.54,6.28,46
,7.97,,7.37,0.490,,5.93,5.62,144
,7.89,,7.06,0.487,,5.57,4.92,
,8.18,,7.55,0.487,,6.11,5.88,
,8.19,,6.94,0.490,,5.34,5.07,
13.09,7.78,7.14,6.75,0.488,1.20,5.56,4.93,152
,7.82,,6.94,0.492,,5.79,5.59,199
,7.96,,7.24,0.492,,5.27,4.61,88
,8.19,,7.39,0.494,,5.85,5.31,
,7.93,,7.08,0.489,,5.37,5.08,
,7.95,,6.55,0.489,,5.22,4.59,
,7.87,,6.65,0.488,,5.95,5.83,
14.17,8.38,7.02,6.66,0.495,1.36,5.71,5.00,101
,8.19,,6.95,0.492,,5.41,4.99,90
,8.39,,7.71,0.498,,5.70,4.79,157
,8.46,,7.16,0.494,,5.53,4.94,176
,8.01,,6.91,0.494,,5.92,5.68,
,8.02,,6.63,0.484,,5.63,5.38,
13.16,8.08,7.04,6.68,0.491,0.85,5.32,4.70,79
,8.12,,6.53,0.487,,5.78,5.47,88
,7.96,,7.49,0.483,,5.38,4.47,117
,7.91,,7.27,0.486,,5.83,5.68,
,7.82,,6.84,0.489,,6.07,5.80,
,8.09,,7.31,0.482,,6.15,5.90,
,8.09,,7.10,0.483,,5.71,5.34,
12.93,8.41,7.60,6.75,0.486,0.98,6.13,5.94,113
,8.08,,6.96,0.487,,5.85,5.33,122
,8.37,,6.80,0.488,,5.48,5.31,99
,8.09,,6.91,0.488,,6.04,5.49,
,8.24,,6.85,0.493,,5.71,4.76,
12.86,8.26,7.24,7.44,0.482,1.12,6.24,5.96,82
,8.05,,7.07,0.483,,5.74,4.39,88
,7.96,,6.83,0.482,,5.90,5.48,20
,8.26,,6.61,0.487,,6.16,6.03,
,8.33,,7.25,0.490,,6.06,5.83,
,8.20,,7.10,0.493,,5.36,4.43,
13.12,8.14,7.12,7.33,0.488,1.14,6.07,5.75,151
,8.18,,7.03,0.490,,5.54,4.82,94
,8.05,,6.85,0.488,,5.64,5.38,
,8.02,,7.22,0.493,,5.89,5.80,
12.75,8.01,7.34,6.80,0.493,1.05,6.38,6.24,164
,7.96,,6.80,0.489,,5.39,5.03,163
,8.52,,6.97,0.488,,5.93,5.76,180
,8.09,,7.18,0.486,,5.97,5.66,
,8.05,,6.78,0.489,,5.95,5.75,
,7.80,,6.76,0.486,,5.95,5.72,
13.00,7.98,7.63,7.30,0.484,1.35,6.28,6.04,125
,8.03,,6.80,0.491,,5.53,4.87,110
,7.91,,6.88,0.487,,6.25,5.90,100
,7.90,,7.18,0.488,,6.24,5.95,
,8.25,,7.51,0.493,,5.88,5.64,
,8.08,,6.84,0.489,,6.02,5.83,
12.95,7.72,7.05,6.56,0.483,1.12,5.98,5.80,106
,8.02,,6.84,0.488,,5.50,5.07,64
,7.93,,6.53,0.485,,6.00,5.85,94
,7.93,,6.47,0.486,,5.59,5.37,
,7.95,,7.67,0.488,,5.48,5.14,
,7.89,,6.60,0.487,,5.50,5.46,
13.03,8.04,7.35,6.89,0.490,1.07,5.83,5.71,114
,7.79,,6.86,0.487,,5.30,4.81,104
,7.91,,7.41,0.483,,5.61,5.42,
,8.20,,7.46,0.493,,5.89,5.59,
,8.20,,6.51,0.483,,5.96,5.82,
12.59,7.73,7.00,6.96,0.492,0.90,5.82,5.56,116
,7.93,,6.75,0.490,,5.35,4.48,58
,7.86,,6.37,0.490,,5.56,5.34,51
,7.75,,7.18,0.485,,5.20,4.57,
,8.29,,7.09,0.485,,5.79,5.20,
,7.93,,6.03,0.485,,5.56,5.24,
13.45,8.32,7.18,6.83,0.490,0.90,5.50,4.76,105
,7.61,,6.77,0.485,,5.68,5.39,39
,7.74,,6.61,0.485,,5.28,4.83,
,8.05,,6.91,0.483,,5.78,5.44,
12.33,7.93,7.25,7.28,0.492,1.42,5.67,5.52,96
,8.14,,6.97,0.490,,5.32,4.86,74
,8.20,,6.85,0.497,,5.87,5.60,35
,7.63,,7.28,0.496,,5.16,4.71,32
,7.96,,6.90,0.489,,6.01,5.81,201
,7.91,,6.94,0.492,,5.51,5.39,
12.67,8.02,6.95,6.97,0.485,1.38,5.35,4.56,133
,8.02,,6.84,0.495,,5.61,5.49,183
,8.16,,6.94,0.490,,6.01,5.77,
,7.90,,7.02,0.486,,5.51,5.06,
12.69,7.79,7.29,7.22,0.488,1.21,5.40,5.23,174
,7.87,,6.68,0.491,,6.07,5.77,67
,8.15,,6.51,0.487,,5.51,5.09,
11.87,7.88,6.99,7.23,0.496,1.08,5.48,5.12,172
